;tweetid;stance;sent
18257;1484253180846301186;believer;neutral
18258;1454233765723746306;deny;neutral
18259;1435261724194586626;believer;positive
18260;955138361081192448;deny;positive
18261;1516185371259768836;believer;neutral
18262;1454650107203182598;believer;negative
18263;1034750059919945728;believer;negative
18264;1461228303998672899;deny;neutral
18265;1443555055093825536;deny;negative
18266;1470445815588134922;deny;negative
18267;824310076957593600;believer;positive
18268;1502305804699021315;believer;positive
18269;989942799385669632;believer;neutral
18270;1067916259650613249;believer;neutral
18271;1513650201608609793;believer;positive
18272;1067804096651030528;believer;neutral
18273;824819658146639872;believer;positive
18274;1454031717937946624;believer;neutral
18275;1455755870621548546;deny;negative
18276;1453402501663895564;believer;neutral
18277;953435425040994304;deny;negative
18278;1444310021114839042;believer;positive
18279;1433601952043122690;deny;negative
18280;915052001691541504;believer;positive
18281;784494151303913472;deny;negative
18282;1453249500894703623;believer;positive
18283;823889593862914048;believer;negative
18284;1034421645774077953;believer;positive
18285;1031962480602279936;believer;neutral
18286;1433823904678678531;believer;positive
18287;1456946986452766721;believer;neutral
18288;1426536241802072074;believer;negative
18289;909314617762967552;believer;positive
18290;1437101644970397696;believer;positive
18291;1514797473822560258;believer;neutral
18292;1435024737122414592;believer;negative
18293;1421097154198872067;believer;negative
18294;1478126759597981698;believer;neutral
18295;1459398041346220038;deny;negative
18296;1457117581198778371;believer;neutral
18297;1440839979702226950;believer;negative
18298;1449855034989035522;believer;neutral
18299;1030144439522611201;believer;positive
18300;1432649487554580480;believer;positive
18301;1472695293527224321;believer;positive
18302;1432558061684731906;believer;positive
18303;1455550385620492291;believer;positive
18304;1476889807515172870;believer;neutral
18305;1498063850146512896;believer;negative
18306;1452865694656188419;believer;negative
18307;1031784734953811968;believer;neutral
18308;1428206365672046594;believer;positive
18309;987337965956485122;believer;negative
18310;1032341493057572864;believer;negative
18311;1068214949468692480;believer;positive
18312;1067564806142603265;believer;neutral
18313;991464222746804225;believer;negative
18314;1031492273547165696;believer;negative
18315;1444382173801291777;believer;positive
18316;1476512571427627009;believer;positive
18317;1450586239690625030;believer;neutral
18318;1517501584430747649;believer;neutral
18319;1067423071005491205;believer;negative
18320;1458417246208933892;deny;negative
18321;984938157605978113;believer;positive
18322;1434366941867642883;believer;neutral
18323;1470161614762618882;deny;negative
18324;1068284066322153472;believer;negative
18325;983507921936859136;believer;negative
18326;1432110720892563459;believer;positive
18327;1435327642442502145;believer;negative
18328;618735024674705408;deny;negative
18329;1068330076477960193;believer;negative
18330;1475576889590702082;believer;neutral
18331;1455345728700616708;believer;positive
18332;1501410570049712128;believer;negative
18333;824621207018500096;believer;positive
18334;1497671777123815424;believer;neutral
18335;1508400107875860482;believer;neutral
18336;1461673915462430724;deny;negative
18337;1440949194978734080;believer;positive
18338;1428335177768390656;believer;neutral
18339;1455497173211230209;believer;positive
18340;969264509524340736;believer;neutral
18341;1029477370456104967;believer;negative
18342;1029395944024887297;believer;positive
18343;973012373257691136;believer;negative
18344;1434284076324753409;believer;positive
18345;1456162915657134081;believer;negative
18346;1438822823103979528;believer;negative
18347;946546807013826560;believer;negative
18348;1514998685989486601;believer;positive
18349;919080353595252736;believer;positive
18350;1509134371017609221;believer;neutral
18351;1421133187506442245;believer;negative
18352;604410595056685056;deny;positive
18353;1433466670660689925;believer;positive
18354;1069893749650669568;believer;positive
18355;1450214934634188800;believer;positive
18356;1424294201563533314;believer;neutral
18357;1505665845867040769;believer;positive
18358;1459432563005607936;believer;positive
18359;1425720488895164420;believer;positive
18360;1424930080116158480;believer;neutral
18361;1030946678252232705;believer;neutral
18362;1431764710127407106;deny;negative
18363;1437225471855382529;deny;negative
18364;961519361818230784;believer;neutral
18365;1429064295543975938;believer;negative
18366;1455181379562582017;believer;neutral
18367;984507238189555715;believer;positive
18368;1472147699679907842;believer;negative
18369;1067965024256180224;believer;neutral
18370;1033049718606233602;believer;positive
18371;824308711753596928;believer;negative
18372;1499232830622248964;believer;positive
18373;1034105149801652224;believer;negative
18374;1424792576675225606;believer;neutral
18375;1508135400228933638;believer;positive
18376;1451307308068261892;believer;positive
18377;1437921789837922306;believer;neutral
18378;989348354789462017;believer;positive
18379;1484594469236269059;believer;neutral
18380;1499620306540924929;believer;positive
18381;984616715345575936;believer;positive
18382;962636586306494464;believer;neutral
18383;1421240890320900100;believer;neutral
18384;1456659600342614019;believer;neutral
18385;1476621861174013953;believer;negative
18386;1439640691357925376;deny;neutral
18387;1459401921777733633;believer;positive
18388;1029763925620023296;believer;positive
18389;1438146062859046917;believer;neutral
18390;989845031438766080;believer;positive
18391;989059531928895490;deny;negative
18392;1455642572878135306;deny;neutral
18393;1501809762140254215;believer;neutral
18394;1427284008606568452;believer;neutral
18395;1029343249314525185;believer;negative
18396;1443937872004874246;believer;positive
18397;1433267965026263040;believer;neutral
18398;951259134925578240;believer;negative
18399;1069161651038035968;believer;negative
18400;1514960559040757760;believer;neutral
18401;1029792019869302785;believer;positive
18402;1067463599503765504;believer;negative
18403;1455532272678051843;deny;negative
18404;1454761522551459840;believer;positive
18405;1455252289204199434;believer;neutral
18406;1034385989760942082;believer;positive
18407;1440064883718975490;believer;negative
18408;987154968426627072;believer;positive
18409;1029586926292983808;believer;neutral
18410;1456932440690286598;believer;negative
18411;1067350738890833920;believer;negative
18412;940539886133743616;believer;positive
18413;1454809660582768642;deny;positive
18414;1432240995710771206;believer;positive
18415;1035236346695217153;believer;positive
18416;1516868771578847237;believer;positive
18417;1068243435122016257;believer;positive
18418;1428022384175501315;believer;neutral
18419;1470123635012636674;deny;negative
18420;1069736888515219456;believer;negative
18421;1428451331702935557;believer;positive
18422;1456670427124621313;believer;positive
18423;1508613047169916928;believer;positive
18424;986791926056681472;believer;positive
18425;1457987585582813185;believer;positive
18426;984247880289406976;believer;neutral
18427;719099723836051456;deny;neutral
18428;1433691377985015810;believer;positive
18429;1459020246145138689;believer;neutral
18430;910569998585704448;deny;negative
18431;984628106672594944;believer;positive
18432;908398970430382080;believer;positive
18433;89189260313362432;deny;negative
18434;983387639930695680;believer;neutral
18435;1450663774629814272;deny;negative
18436;1461097086577958916;deny;negative
18437;1426667777272684547;believer;positive
18438;1069795356546863104;believer;positive
18439;1435696197918814215;believer;positive
18440;1424731964423163909;believer;neutral
18441;1032244487584722944;believer;negative
18442;985352448322699264;believer;neutral
18443;1423933909037879296;believer;neutral
18444;1517642563821654016;believer;negative
18445;1423526525354266626;believer;neutral
18446;981708795809169408;believer;positive
18447;1459315238956904457;deny;negative
18448;824746956354367488;believer;neutral
18449;563060686075355136;deny;neutral
18450;1429497426847715331;believer;positive
18451;1455515124022738949;deny;positive
18452;1029467642162302977;believer;neutral
18453;1485265754442244099;believer;positive
18454;1456897914240782342;believer;neutral
18455;1029942899180560384;believer;negative
18456;1034932207259922433;believer;positive
18457;1504274852445769728;believer;positive
18458;929840991082893312;believer;positive
18459;954160602875944960;believer;neutral
18460;1454962792046362629;deny;neutral
18461;984612972130480129;believer;negative
18462;864707839281049600;believer;negative
18463;1468214716619177986;deny;neutral
18464;1453446476043112449;believer;negative
18465;1425230760919715843;deny;neutral
18466;674356871629824000;believer;positive
18467;1029835166045429763;believer;neutral
18468;1438898326078988295;deny;neutral
18469;989242592364810244;believer;neutral
18470;989613154954104832;believer;positive
18471;1423352139728900101;believer;negative
18472;1482164299929997315;believer;positive
18473;1501654711438651394;believer;positive
18474;1067950549864075265;believer;positive
18475;561052450669346816;deny;neutral
18476;1458394619201441803;believer;neutral
18477;962334175742365696;believer;neutral
18478;982681220256542722;believer;positive
18479;1441154222544855040;deny;negative
18480;1453810574480060426;deny;neutral
18481;757222977540882432;believer;positive
18482;971048704617545728;believer;neutral
18483;711053148836659200;believer;positive
18484;1457352223365734408;believer;positive
18485;1441841305194217474;believer;neutral
18486;1471303870991286272;deny;positive
18487;1458368666823798784;believer;neutral
18488;1067452108671279106;believer;negative
18489;1457129372977025028;believer;positive
18490;1032523629341360128;believer;positive
18491;1456704227313520644;believer;neutral
18492;1433733490751725568;believer;neutral
18493;704446071775232000;believer;positive
18494;1068881202524889088;believer;negative
18495;1479518532752789514;believer;neutral
18496;1450482214181826563;believer;positive
18497;1517078007587950593;believer;neutral
18498;1455708316773097472;believer;positive
18499;1029851242904862720;believer;positive
18500;943385474789285888;believer;positive
18501;988069622925611008;believer;negative
18502;1455513180545896448;deny;negative
18503;1456994019083440133;believer;neutral
18504;1484100314504572935;deny;neutral
18505;984610854959120384;believer;positive
18506;1069891473594900480;believer;positive
18507;1438022572793376774;deny;negative
18508;1032921578194042880;believer;negative
18509;985638715341983744;believer;positive
18510;823287290063560704;believer;positive
18511;1428482137473290240;believer;positive
18512;1504093488752873476;believer;negative
18513;1067938058845118464;believer;negative
18514;935404906038542336;believer;positive
18515;673686066214252544;believer;neutral
18516;1438512726096023557;deny;negative
18517;951600874043748352;believer;neutral
18518;1431627882636398597;believer;positive
18519;987458390728232960;believer;neutral
18520;1440725970307059720;deny;negative
18521;1034822798345220096;believer;positive
18522;1467981855811149833;deny;negative
18523;1483705427661832197;believer;negative
18524;1440613469108146176;deny;negative
18525;1068210020892983296;believer;positive
18526;1432079985293004809;believer;negative
18527;1452182563741634566;believer;neutral
18528;989353212363722752;believer;negative
18529;1481731044290150400;deny;neutral
18530;1067964797474476032;believer;positive
18531;1030928010780631040;believer;negative
18532;1458174938532089856;deny;negative
18533;1424045528023662593;believer;neutral
18534;1455795650713505798;deny;negative
18535;1434923490256117769;believer;positive
18536;1438775753332559876;believer;negative
18537;1505436229042589698;believer;positive
18538;1446943572650086405;believer;negative
18539;1032310177498722305;believer;positive
18540;982228318450728966;believer;positive
18541;1442309544789495811;believer;neutral
18542;1481322036601442307;believer;positive
18543;946545624241065984;believer;positive
18544;1428058120669077507;believer;positive
18545;559506058633170944;deny;negative
18546;990104387057016837;believer;neutral
18547;1476767964539936772;believer;positive
18548;1028966823625150464;believer;neutral
18549;1068008000785330176;believer;neutral
18550;1517206874738900994;believer;neutral
18551;1439403565190164486;believer;neutral
18552;1461736586060521472;believer;neutral
18553;1440713993220358153;deny;positive
18554;1458134509602365440;deny;neutral
18555;1467863590111752198;believer;positive
18556;1471176034296938503;believer;negative
18557;982070366150496259;believer;neutral
18558;870750400210771968;believer;negative
18559;1029444031187742727;believer;negative
18560;1447165937556209673;deny;neutral
18561;1032102466144284672;believer;negative
18562;1439940028206133248;believer;positive
18563;1068014097860562945;believer;neutral
18564;1442741811269746690;believer;neutral
18565;1434642811555495938;believer;positive
18566;1479661951726891011;believer;positive
18567;985300298334920704;believer;positive
18568;870385774402953216;believer;negative
18569;1429964795340591104;believer;positive
18570;1435525139337203712;believer;positive
18571;947713520405057536;believer;positive
18572;989758898063065090;believer;positive
18573;22556572279;deny;negative
18574;730565941021446144;believer;positive
18575;1424841160971800576;believer;neutral
18576;984837104063705090;believer;positive
18577;1033574064038674433;believer;negative
18578;1471122429795880980;believer;neutral
18579;1515394363894878209;believer;positive
18580;1452356081666052096;deny;positive
18581;486132277232283648;deny;positive
18582;1477473512558411776;believer;negative
18583;1069457063686914048;believer;positive
18584;1514542750183882753;believer;negative
18585;1476133729844154369;believer;positive
18586;1453740350288236550;deny;positive
18587;1067643788351303680;believer;negative
18588;1069750073570062338;believer;positive
18589;1424934033817935872;believer;neutral
18590;1445691217962958859;deny;positive
18591;824842265419976704;believer;neutral
18592;1472470684735442945;believer;positive
18593;988247019042103297;believer;neutral
18594;953150406158204929;believer;positive
18595;1453118936011055108;deny;negative
18596;1425081912633303046;deny;neutral
18597;812458611871858688;deny;negative
18598;922278985018490880;believer;positive
18599;1482883687788077059;believer;negative
18600;1455327604773429250;deny;positive
18601;1456660174148497408;believer;positive
18602;982795668870836224;believer;positive
18603;1456087912982798336;deny;negative
18604;1462200730769580037;believer;neutral
18605;981743149906182144;believer;positive
18606;1035301060414341121;believer;positive
18607;1437794026724503557;believer;negative
18608;981223713948491776;believer;positive
18609;1436263340377092106;believer;positive
18610;1475389341576974338;believer;neutral
18611;5070232758521856;deny;neutral
18612;1458130243244355584;believer;negative
18613;1460556578659074049;believer;positive
18614;1435965652213190659;believer;negative
18615;915307073008672768;believer;positive
18616;1420843542650540041;believer;positive
18617;824673562380341248;believer;positive
18618;1433271312332562433;believer;neutral
18619;1456301826962300928;believer;positive
18620;1440309824554614796;believer;positive
18621;832071202751406080;believer;negative
18622;1514539631190351877;believer;positive
18623;1458293841241395201;believer;neutral
18624;1455640814650986498;believer;neutral
18625;1438044728533135368;believer;positive
18626;1035593158128791553;believer;neutral
18627;427816775074316288;deny;neutral
18628;568121547707121664;deny;neutral
18629;989231865184837632;believer;negative
18630;1444461713726660612;deny;neutral
18631;953168106968551424;believer;neutral
18632;1069637781138407425;believer;positive
18633;1032053174419382273;believer;positive
18634;1459595953824960516;believer;neutral
18635;1456159223092371457;believer;neutral
18636;1032257631078019073;believer;negative
18637;983979241082707968;believer;negative
18638;1455197337928835076;believer;neutral
18639;1473482451985084422;believer;positive
18640;1451300326141796357;deny;neutral
18641;1456910267367890945;believer;negative
18642;1456958984796221443;believer;neutral
18643;946786539123740672;believer;positive
18644;1482453783007436807;believer;negative
18645;1454483169709789186;believer;negative
18646;1441185522018394118;deny;negative
18647;1479174056490405892;believer;neutral
18648;1480910187535941633;believer;positive
18649;951841457891143685;believer;neutral
18650;988455977518153728;believer;positive
18651;1458896821619724302;believer;negative
18652;1459750754382594048;believer;neutral
18653;1512795125847674881;believer;positive
18654;1442515388760215555;believer;negative
18655;871076457593884672;believer;positive
18656;960710224452702208;believer;neutral
18657;1433320885642047490;deny;neutral
18658;1471534333068562442;believer;neutral
18659;1030118047565131777;believer;neutral
18660;1443277037045788674;believer;positive
18661;983416583426138112;believer;positive
18662;1445484078602412040;deny;negative
18663;824387909344260096;believer;negative
18664;1458459792914059270;believer;positive
18665;1454890134814564362;deny;negative
18666;985916027350351872;believer;negative
18667;1457175606311866368;believer;positive
18668;1459210063059501066;believer;negative
18669;1438984848899809281;deny;negative
18670;1473780305441918976;believer;negative
18671;1034510487076134912;believer;positive
18672;1443289828699918343;believer;positive
18673;1456929613666570248;believer;neutral
18674;1067330351192829952;believer;positive
18675;1450016941217828866;believer;negative
18676;1446117143158804483;deny;negative
18677;944804848855158784;believer;positive
18678;1067339574081277952;believer;negative
18679;1068684830831894528;believer;negative
18680;1069273526316613632;believer;positive
18681;946585448968802304;believer;positive
18682;872089209162657792;believer;negative
18683;1430969540515565569;deny;negative
18684;871079177562112000;believer;neutral
18685;1471841814818836484;believer;positive
18686;1439998880259710976;believer;negative
18687;1031199649799987200;believer;negative
18688;1457028640298897411;believer;positive
18689;989187489729396736;believer;neutral
18690;951662057262370816;believer;neutral
18691;1468494623920123905;deny;negative
18692;1461372316676288512;believer;positive
18693;627513702762156032;believer;positive
18694;1460999264201543680;believer;positive
18695;1453772681485111297;deny;negative
18696;1478861491520507909;believer;positive
18697;1068170786781913088;believer;neutral
18698;870901216229834752;believer;positive
18699;1069154309382778880;believer;positive
18700;641229507475701760;deny;negative
18701;715758076087902208;believer;positive
18702;1031505481972498432;believer;neutral
18703;1514597500258164748;believer;neutral
18704;1437038032457142274;believer;neutral
18705;1068285560991535105;believer;neutral
18706;1068171854634983424;believer;neutral
18707;1426298272621154308;believer;positive
18708;1424414649097805833;believer;positive
18709;870739629070266368;believer;neutral
18710;1443126110913384449;deny;positive
18711;1470890272288559114;deny;negative
18712;1456045248535220225;believer;positive
18713;1503885097904316420;believer;neutral
18714;1433459706387894272;believer;neutral
18715;1069922024997511168;believer;positive
18716;1423741235412488195;believer;negative
18717;1512990168503836675;believer;neutral
18718;1068284048588517382;believer;negative
18719;1424431715309719553;believer;positive
18720;1451145070762098692;believer;positive
18721;1428290283540779012;deny;negative
18722;1430206089623052304;believer;neutral
18723;906708816225546240;believer;negative
18724;1514577522008150017;believer;positive
18725;1508810213448732687;believer;positive
18726;1454524480932519941;believer;positive
18727;1068954665621094400;believer;positive
18728;951286409360543744;believer;negative
18729;983407290458849280;believer;negative
18730;1475978558761750534;believer;negative
18731;1505134282716721155;believer;neutral
18732;1430412905980309508;believer;neutral
18733;1450705775580622852;believer;neutral
18734;1067660357408239616;believer;negative
18735;1453143195605340165;believer;negative
18736;1505720020571201541;deny;neutral
18737;1069700492501106689;believer;positive
18738;1429451777666011140;believer;neutral
18739;1436075148981911552;believer;neutral
18740;1035467236729937920;believer;positive
18741;1433868376393322496;deny;negative
18742;1456769678211043330;believer;negative
18743;1438779987591581698;believer;positive
18744;987398837621977089;believer;negative
18745;1457314096588763141;deny;neutral
18746;1451062929466421251;believer;negative
18747;1428660059047927816;believer;positive
18748;1456945766405066758;believer;neutral
18749;1479908127248199680;believer;neutral
18750;1517407448407199744;believer;negative
18751;1431857359538712577;deny;negative
18752;1429107866124881920;deny;negative
18753;1423375150498476034;believer;negative
18754;727702206519115776;believer;positive
18755;984623081472704513;believer;positive
18756;988380177917992961;believer;positive
18757;1118859729374023681;deny;positive
18758;1034074691915448320;believer;neutral
18759;981605214120808449;believer;negative
18760;1424301734243954690;believer;positive
18761;1433266825479995393;believer;negative
18762;1067982874807320576;believer;negative
18763;921232607680987136;believer;positive
18764;1428117435815809030;deny;negative
18765;1455760740946624514;believer;negative
18766;954397935629824001;deny;positive
18767;1425156484778844173;deny;negative
18768;954130753868070913;believer;positive
18769;1480695140045897728;deny;neutral
18770;989955543677722624;believer;positive
18771;1422255113372987392;believer;neutral
18772;1455907388129792010;believer;positive
18773;1456962615809355779;believer;neutral
18774;984718217343066113;believer;neutral
18775;1029787898885812224;believer;neutral
18776;1458542230801584129;deny;negative
18777;1457291722527055873;believer;negative
18778;1424428587885625348;believer;neutral
18779;555475711285149696;deny;neutral
18780;1484124256497975296;believer;negative
18781;1450130286159745024;believer;positive
18782;983281300349095936;believer;neutral
18783;981992041927163905;believer;positive
18784;1498735360804896770;believer;neutral
18785;952556128952500225;believer;negative
18786;1426136064096342020;believer;neutral
18787;1068105268184129536;believer;negative
18788;1435383977724973057;believer;negative
18789;907323344852340736;believer;positive
18790;1480263777702400001;believer;neutral
18791;1424032894390046720;believer;neutral
18792;1505374092471554048;believer;negative
18793;1456712939403202561;believer;neutral
18794;921167619780100096;believer;negative
18795;921635043566481408;believer;positive
18796;1067817580629393408;believer;positive
18797;1034714278849208320;believer;positive
18798;1453012352941576193;believer;neutral
18799;1035895280963645440;believer;neutral
18800;1067767120094773249;believer;positive
18801;1517120885970259968;believer;neutral
18802;1118976197478748174;deny;negative
18803;1034335798894592000;believer;neutral
18804;1440448698060718084;believer;positive
18805;1424046231869870083;believer;positive
18806;1456958647192350729;believer;neutral
18807;1455230199549726723;deny;neutral
18808;1514404943179911176;believer;neutral
18809;871438031302959104;believer;positive
18810;991402620429447168;believer;positive
18811;1433944501094060035;deny;negative
18812;1457740926214971392;believer;neutral
18813;1067463208015982592;believer;negative
18814;1459311767884951558;believer;negative
18815;1506498630932303876;believer;negative
18816;1457112593282342916;deny;negative
18817;1444381926496907265;believer;positive
18818;533755146946490368;deny;positive
18819;1069023345830711302;believer;negative
18820;1067809364503748609;believer;negative
18821;988069184897613824;believer;neutral
18822;1067685056024477698;believer;neutral
18823;1069036650200612864;believer;positive
18824;1459957668303577094;believer;positive
18825;1428516660260921344;believer;positive
18826;1430984324728475657;believer;negative
18827;1483566884960227328;believer;neutral
18828;1436770337010634758;believer;positive
18829;1450022494665015296;believer;positive
18830;989156889610113026;believer;positive
18831;1455994530004619270;deny;negative
18832;988221429555412992;believer;neutral
18833;1421547661421854722;deny;negative
18834;1476289478734102539;believer;positive
18835;1067434433043587072;believer;negative
18836;1436374660925599746;believer;positive
18837;1031997616995807232;believer;negative
18838;986765561148436480;believer;positive
18839;1033755107056218112;believer;negative
18840;1454228322221756417;deny;negative
18841;1420893886264786944;believer;positive
18842;1428201917008596992;believer;positive
18843;1452049099579027464;believer;positive
18844;1069712604464074753;believer;neutral
18845;1512480719863439363;believer;neutral
18846;1426512519326224392;believer;negative
18847;989467851743412224;believer;neutral
18848;953309556469190657;believer;positive
18849;756545350232641536;believer;negative
18850;550552013436497920;deny;negative
18851;983207975656419328;believer;positive
18852;1514724582543962112;believer;negative
18853;1069807968676446209;believer;neutral
18854;1500895021301747727;believer;positive
18855;1476513431733813251;believer;neutral
18856;1433063885683187714;believer;positive
18857;1459199602079539205;believer;positive
18858;1483917975224684545;believer;positive
18859;962128388637982720;believer;negative
18860;1445897636448407552;believer;positive
18861;1422327818449416218;believer;neutral
18862;1502658706433007617;believer;neutral
18863;1515057565754793988;believer;neutral
18864;1431289289040711685;believer;positive
18865;142749627844800512;deny;negative
18866;969706535692615680;believer;positive
18867;984117896476585988;believer;neutral
18868;1443227626600996864;believer;neutral
18869;1030545518387240960;believer;neutral
18870;1433391614857261061;believer;negative
18871;1440171079553540104;believer;negative
18872;872570569337839616;believer;neutral
18873;1454836253841526788;believer;negative
18874;984486211531231232;believer;neutral
18875;873572169091100672;believer;neutral
18876;950839440875732992;believer;neutral
18877;1470603286994640896;deny;neutral
18878;1456901625553981441;believer;neutral
18879;1067496980560015360;believer;positive
18880;1034421062543519744;believer;negative
18881;1452936915783757829;believer;neutral
18882;1481166485204705282;believer;negative
18883;953078743366430720;believer;positive
18884;1030138406842638336;believer;positive
18885;1474715460499169282;believer;negative
18886;986811145129361408;believer;neutral
18887;954003068231720965;believer;neutral
18888;1510626436960464898;believer;negative
18889;1468651483436654594;believer;positive
18890;1425125245988528131;believer;negative
18891;1034506582128648192;believer;negative
18892;1445494867736469510;believer;neutral
18893;1069275875722424320;believer;positive
18894;1440705818563788800;believer;neutral
18895;1508062404277641224;deny;neutral
18896;987823155828936705;believer;positive
18897;1515061345485529093;believer;positive
18898;563136198390988800;deny;neutral
18899;1424616582584717315;believer;neutral
18900;1453403627213709315;deny;positive
18901;1516166631558467588;believer;negative
18902;562879505052626944;deny;neutral
18903;1445903835973632003;deny;negative
18904;987844538478800896;believer;neutral
18905;1438229858195320843;believer;positive
18906;1423591950234624001;believer;neutral
18907;1481041163574521859;believer;neutral
18908;1435092099452465153;believer;neutral
18909;983086764129751040;believer;negative
18910;1428451818053451778;believer;positive
18911;562415198221254656;deny;negative
18912;916555911124025344;believer;positive
18913;1513650411999141889;believer;positive
18914;984635165870702592;believer;negative
18915;1499894766548496384;believer;positive
18916;1438846851403427840;believer;neutral
18917;1451230593493184513;believer;neutral
18918;1455304843506106375;believer;negative
18919;984625444027691008;believer;neutral
18920;1435300369756741633;believer;positive
18921;1468287941713829889;believer;neutral
18922;1516335492828082176;believer;neutral
18923;988447125921923072;believer;positive
18924;983201327596490752;believer;positive
18925;1068133523335213057;believer;neutral
18926;1470163092382236672;deny;negative
18927;1429136969272025096;believer;negative
18928;514116668877201408;deny;negative
18929;1470914010656694282;believer;positive
18930;1069736651222605825;believer;positive
18931;612268000859697152;believer;positive
18932;1459980818273783810;believer;neutral
18933;1432264808867508225;deny;negative
18934;1440360227841343490;believer;positive
18935;1485684552840486913;believer;positive
18936;1068679287472095238;believer;neutral
18937;1467600747118272521;believer;neutral
18938;1460237025702031371;deny;negative
18939;1445228682914648064;believer;negative
18940;806265602230943744;deny;neutral
18941;1456771955709726720;believer;positive
18942;1456660518773481474;believer;negative
18943;1494334555427278863;deny;neutral
18944;1459579150088368129;believer;neutral
18945;1068411999669825537;believer;negative
18946;1032236593145438208;believer;negative
18947;1458748168095608834;believer;neutral
18948;852006779517108224;believer;positive
18949;1456904622501769219;believer;negative
18950;907270686271516672;believer;neutral
18951;1067986039279517696;believer;negative
18952;1455165522878812161;deny;negative
18953;1069892946760224768;believer;positive
18954;1424742766945394694;deny;negative
18955;987443240210231296;believer;positive
18956;951309388471398401;believer;positive
18957;987526303686393856;believer;negative
18958;1428081269980733443;deny;neutral
18959;826135367275380736;believer;negative
18960;1456659816512847883;believer;positive
18961;1424760056717905938;deny;negative
18962;1427730067745087491;believer;positive
18963;1483938968752304129;believer;positive
18964;1422270067731943441;believer;positive
18965;984253714474004480;believer;positive
18966;1036002886617104388;believer;positive
18967;1427303943864979466;believer;positive
18968;1458300113353334784;believer;neutral
18969;1445852805588213761;deny;neutral
18970;1029473578889052160;believer;negative
18971;826993549837160448;believer;positive
18972;1068121526472331265;believer;negative
18973;1456754185802813444;believer;positive
18974;1423667904030126088;believer;negative
18975;596386771568566272;believer;positive
18976;1032907356705677312;believer;positive
18977;1068453617789743105;believer;negative
18978;1069201991967129600;believer;negative
18979;1457445430397124634;believer;positive
18980;1458875288998354957;deny;positive
18981;783899442088816640;believer;neutral
18982;1514604233680560138;believer;neutral
18983;1472166880219594752;believer;negative
18984;1427871460844969991;believer;neutral
18985;1454842463957495808;believer;negative
18986;1483879837433536515;believer;neutral
18987;984249508388274176;believer;positive
18988;1458862763468636169;believer;positive
18989;981749292816740352;believer;negative
18990;1505233509803339782;believer;neutral
18991;1069193975272259584;believer;positive
18992;1455204031803056132;believer;neutral
18993;1457672983074549768;deny;neutral
18994;1067536070063976448;believer;neutral
18995;1468471867019345921;believer;positive
18996;872802488851812352;believer;neutral
18997;940096967224340480;deny;negative
18998;951508961177595904;believer;neutral
18999;565297950545293312;deny;neutral
19000;1512483707843538946;believer;negative
19001;1459140047815557124;believer;negative
19002;1425137697094524930;deny;negative
19003;1456366066049814528;deny;positive
19004;1458205421890457601;deny;negative
19005;1479972566429323267;believer;neutral
19006;1473607977974255619;believer;positive
19007;1517754509124067328;believer;positive
19008;1509870909984849920;believer;neutral
19009;1436244492781113344;deny;negative
19010;1069272422963007488;believer;neutral
19011;982717768695922688;believer;positive
19012;1460743294682492928;believer;negative
19013;1424754703032741889;believer;positive
19014;1458693908611813378;deny;positive
19015;1424447789489078274;believer;positive
19016;1032471359866249216;believer;positive
19017;1444665707959136264;deny;negative
19018;1443895441230270485;believer;negative
19019;1514677074509897730;believer;neutral
19020;1031189958663450625;believer;negative
19021;1459263288089403394;believer;positive
19022;1031010675982774272;believer;negative
19023;545450947816607744;deny;negative
19024;1453294039562862593;believer;positive
19025;1453173292521590787;believer;positive
19026;1517210733884362753;believer;neutral
19027;870765239377301504;believer;negative
19028;1449836419212587010;deny;positive
19029;1430214581801062410;deny;neutral
19030;871471037581361152;believer;neutral
19031;1454179131701305356;believer;positive
19032;1513641586298699778;believer;neutral
19033;1512578193294721034;believer;positive
19034;1439876837405085700;believer;positive
19035;914673053514256384;believer;negative
19036;1454871700944863234;deny;negative
19037;1452380667866669059;believer;positive
19038;1421019181906948098;deny;positive
19039;1439444596107489286;deny;negative
19040;1450963616476188672;believer;positive
19041;1453897226284064779;deny;negative
19042;1440775559085060100;believer;positive
19043;828349090534617088;believer;neutral
19044;1459654681685286913;believer;negative
19045;727873281919877120;believer;positive
19046;1454974007942451202;deny;negative
19047;858536555706687488;believer;positive
19048;1461440747291377664;believer;neutral
19049;1459047927863672832;deny;neutral
19050;1069892612440629249;believer;positive
19051;1468362830617317380;believer;positive
19052;1469297694682222592;believer;positive
19053;1424675503202607104;deny;negative
19054;1426538630164721665;believer;neutral
19055;1032105816730398721;believer;negative
19056;1478462426576302081;believer;neutral
19057;1444012676678619141;believer;positive
19058;1428555396512423937;deny;neutral
19059;1035794168025636865;believer;positive
19060;1436224973400645632;believer;positive
19061;824590722988986368;believer;neutral
19062;1452274845908090891;believer;neutral
19063;1457163824344313859;believer;positive
19064;986777133551775744;believer;positive
19065;1455596742557249539;believer;negative
19066;1451137856790048769;deny;neutral
19067;1424673261678387200;believer;positive
19068;1069662209616330754;believer;neutral
19069;1443632368682782721;deny;negative
19070;1474839723180916738;believer;positive
19071;1457515202354696197;believer;positive
19072;1420631541412151297;believer;negative
19073;962582247936352256;deny;negative
19074;951324798013059073;believer;positive
19075;1500265275480231937;believer;positive
